Sample,P,r0,t0,lda0,R,T
2879,593.5,116.7,89.8,720.45,0.22248,0.76254
2880,564.9,30.4,76.2,581.5,0.11856,0.86954
2881,481.2,50.6,64.4,552.42,0.11773,0.87324
2882,520.2,77.1,53.8,980.41,0.11206,0.8849
2883,610.6,90.1,97.7,710.23,0.16599,0.82676
2884,539.7,68.8,49.9,764.83,0.12763,0.86151
2885,488.6,91.3,83.6,541.53,0.0458,0.70402
2886,635.7,93.7,48.1,711.4,0.11875,0.88067
2887,575.4,84.8,61.2,763.75,0.29715,0.61835
2888,544.9,58.7,96.8,952.88,0.09048,0.90814
2889,585.8,98.3,47.1,950.52,0.16374,0.82567
2890,534.0,60.0,64.7,436.54,0.06396,0.82837
2891,619.4,34.5,85.0,724.13,0.11179,0.88756
2892,630.7,83.2,58.6,656.82,0.13709,0.80041
2893,597.9,91.4,91.7,425.18,0.03531,0.57225
2894,636.6,66.1,55.5,792.97,0.11493,0.87932
2895,463.0,31.0,93.7,788.31,0.10487,0.89463
2896,583.2,39.0,95.4,796.77,0.1034,0.89597
2897,619.5,70.3,73.5,549.04,0.14993,0.71429
2898,649.1,115.1,90.9,962.62,0.19453,0.7899
2899,507.4,33.2,76.9,443.04,0.08598,0.8673
2900,573.2,95.6,43.4,752.07,0.38923,0.49924
2901,604.2,42.1,48.2,748.98,0.11275,0.8864
2902,474.4,78.1,81.7,558.94,0.12492,0.78968
2903,581.0,41.4,73.3,502.17,0.11027,0.82972
2904,453.0,118.3,99.9,768.47,0.59448,0.34047
2905,460.0,66.7,62.6,458.85,0.06082,0.78325
2906,457.1,115.7,43.7,320.34,0.07746,0.53954
2907,642.1,113.2,69.3,602.5,0.38046,0.48832
2908,536.9,117.0,64.2,729.72,0.45051,0.49112
2909,493.3,71.0,94.6,682.82,0.14009,0.77145
2910,529.9,101.8,65.4,829.67,0.28623,0.67724
2911,584.6,91.4,57.3,504.25,0.14775,0.75309
2912,567.9,63.5,48.2,808.9,0.11469,0.8817
2913,561.8,93.3,81.5,732.42,0.7034,0.13768
2914,583.2,92.4,74.9,540.51,0.19774,0.70018
2915,456.5,119.3,75.3,307.83,0.00799,0.56612
2916,587.8,37.0,62.2,353.58,0.02848,0.90776
2917,463.1,57.7,72.0,347.42,0.00184,0.73385
2918,602.0,64.6,97.4,405.95,0.09155,0.87318
2919,457.2,52.3,90.7,424.22,0.08227,0.70738
2920,611.7,60.5,67.3,945.75,0.09479,0.90416
2921,472.2,54.9,71.1,859.93,0.10249,0.89588
2922,485.4,101.0,83.1,588.49,0.17043,0.76348
2923,474.4,95.7,56.3,467.51,0.08924,0.61375
2924,523.2,74.8,54.7,679.3,0.53738,0.24225
2925,537.9,44.0,95.7,603.73,0.11371,0.881
2926,489.5,73.5,90.8,821.44,0.10408,0.88939
2927,456.9,33.6,94.5,917.7,0.09182,0.90777
2928,561.6,100.5,87.1,775.77,0.58522,0.29135
2929,641.9,68.2,81.5,329.67,0.0233,0.92676
2930,490.2,117.3,50.5,392.63,0.08541,0.59473
2931,609.1,79.9,85.7,400.33,0.05093,0.65743
2932,600.0,109.4,98.1,589.3,0.0439,0.5566
2933,451.5,52.3,65.3,438.39,0.06497,0.76131
2934,623.2,60.3,58.4,629.28,0.12596,0.78304
2935,594.4,32.7,95.6,512.54,0.10759,0.84852
2936,552.3,36.0,41.5,963.97,0.08883,0.91099
2937,562.4,53.6,45.1,596.32,0.14117,0.7435
2938,563.1,65.1,41.9,463.37,0.10263,0.8876
2939,511.8,89.7,86.5,304.5,0.01389,0.87744
2940,583.4,69.6,60.3,885.3,0.10757,0.88997
2941,489.1,67.5,97.1,558.81,0.09652,0.83578
2942,521.4,96.7,73.2,536.06,0.08296,0.60541
2943,516.3,77.6,93.7,378.54,0.00338,0.578
2944,579.1,95.8,72.3,639.0,0.1048,0.8893
2945,451.9,56.6,67.1,491.69,0.10066,0.75739
2946,524.8,118.7,51.0,820.94,0.76408,0.12055
2947,543.8,37.3,69.1,808.57,0.10491,0.89463
2948,634.4,119.9,54.6,412.12,0.1218,0.65173
2949,584.0,75.8,86.2,890.89,0.10329,0.89326
2950,515.0,100.2,77.0,414.85,0.03369,0.50785
2951,475.4,100.4,46.1,814.05,0.38888,0.55523
2952,451.8,119.4,71.1,840.15,0.48167,0.47976
2953,627.0,71.7,71.3,590.8,0.27343,0.39457
2954,461.7,95.7,93.4,771.09,0.24536,0.71516
2955,647.8,60.4,95.6,640.74,0.10051,0.81108
2956,576.7,111.5,91.3,665.6,0.14885,0.84398
2957,567.4,117.1,45.7,526.45,0.19265,0.72743
2958,565.8,31.4,65.8,734.56,0.11302,0.88661
2959,504.9,53.1,74.1,785.52,0.10485,0.89301
2960,599.1,49.1,67.4,505.44,0.12083,0.8127
2961,462.4,35.6,58.0,395.05,0.06699,0.84895
2962,551.4,69.4,67.7,548.65,0.10904,0.80288
2963,644.6,40.5,44.6,613.93,0.12028,0.87162
2964,557.0,74.5,57.2,975.09,0.10524,0.89235
2965,502.4,44.0,62.3,333.69,0.00974,0.85515
2966,475.8,43.2,52.5,410.43,0.07401,0.82416
2967,564.2,86.0,46.1,471.13,0.12802,0.82479
2968,503.7,40.1,97.8,816.23,0.10033,0.89884
2969,525.5,80.7,81.5,825.52,0.1198,0.87095
2970,551.3,40.2,77.8,666.55,0.10979,0.8867
2971,620.1,78.0,99.7,793.18,0.10186,0.88159
2972,549.2,85.7,42.4,487.2,0.13853,0.75323
2973,542.1,101.5,48.1,377.92,0.08524,0.62252
2974,548.5,72.4,95.4,527.29,0.11506,0.53836
2975,593.0,75.1,84.9,630.67,0.08653,0.87088
2976,502.6,48.4,96.2,577.25,0.12392,0.85963
2977,465.9,111.7,82.9,406.38,0.00157,0.47053
2978,477.3,53.6,99.0,945.96,0.09043,0.90818
2979,518.2,93.2,97.2,907.67,0.13249,0.85932
2980,503.4,113.7,83.3,837.38,0.37687,0.58458
2981,612.0,102.2,72.7,904.96,0.17695,0.80869
2982,586.0,118.6,94.7,765.63,0.55244,0.37988
2983,453.2,104.4,64.2,600.53,0.26812,0.66996
2984,558.7,82.0,67.0,384.04,0.07571,0.70321
2985,451.6,41.7,57.9,441.38,0.08016,0.83733
2986,548.4,77.8,84.1,961.92,0.10387,0.89302
2987,608.6,58.4,69.5,390.35,0.0626,0.79774
2988,567.5,48.8,47.4,915.01,0.09673,0.90271
2989,529.8,118.1,57.8,367.01,0.09919,0.53476
2990,567.6,39.7,77.6,911.92,0.09357,0.90607
2991,596.5,89.8,61.1,335.21,0.0036,0.78852
2992,600.3,73.3,55.6,813.11,0.12155,0.87108
2993,513.7,45.4,90.8,812.74,0.10068,0.89819
2994,623.2,37.0,91.7,666.98,0.11499,0.88391
2995,581.0,68.9,76.1,934.5,0.09908,0.89896
2996,556.6,36.7,74.8,601.09,0.11517,0.8764
2997,500.5,32.5,49.7,384.18,0.06705,0.90725
2998,571.7,64.6,87.8,344.36,0.03514,0.86111
2999,639.0,88.1,60.5,463.66,0.06934,0.78012
3000,526.8,112.1,62.5,355.35,0.04112,0.77928
3001,581.9,114.9,61.5,912.51,0.29779,0.67437
3002,508.1,95.8,41.0,662.15,0.20438,0.77035
3003,582.5,58.5,62.5,367.98,0.05439,0.85151
3004,630.1,115.8,54.6,415.93,0.11191,0.6154
3005,592.3,99.3,41.9,554.53,0.18949,0.75239
3006,464.2,33.5,82.1,915.96,0.09282,0.90683
3007,509.7,40.5,62.9,466.99,0.10216,0.82676
3008,555.9,44.2,60.8,999.2,0.08623,0.91338
3009,646.0,99.3,68.0,873.84,0.20166,0.77406
3010,575.7,80.3,82.0,808.29,0.11775,0.87046
3011,458.3,106.1,45.9,722.86,0.72624,0.13736
3012,527.4,116.3,45.6,836.84,0.67651,0.21829
3013,563.5,73.8,71.3,353.18,0.03381,0.88916
3014,606.1,111.7,51.9,732.74,0.15998,0.82905
3015,603.8,71.6,56.9,442.61,0.06626,0.82217
3016,522.4,89.4,76.1,827.58,0.15616,0.82809
3017,477.7,73.4,87.9,669.07,0.33386,0.47364
3018,472.7,48.4,84.4,850.29,0.09901,0.89975
3019,561.0,95.0,66.8,313.79,0.00893,0.74294
3020,571.1,98.5,88.5,624.27,0.08943,0.88834
3021,613.9,90.7,56.1,607.12,0.14318,0.83337
3022,632.4,39.8,85.6,364.12,0.04033,0.91389
3023,645.0,40.4,82.7,996.43,0.08441,0.9153
3024,570.6,112.6,79.0,951.3,0.21077,0.77472
3025,525.3,100.7,97.6,755.42,0.56435,0.32128
3026,556.5,109.0,56.8,495.39,0.13792,0.62271
3027,627.2,89.4,43.7,570.04,0.15479,0.82829
3028,502.6,34.3,93.8,810.76,0.10249,0.897
3029,471.2,116.0,43.8,481.41,0.10981,0.67708
3030,476.3,63.0,40.1,882.58,0.11333,0.88421
3031,619.1,72.9,82.2,968.39,0.09613,0.90186
3032,573.0,34.7,86.4,946.8,0.08918,0.91056
3033,485.1,96.0,80.5,759.02,0.34823,0.58783
3034,522.6,87.7,64.7,628.37,0.17752,0.80695
3035,614.7,65.0,74.3,894.85,0.09978,0.89857
3036,502.2,67.2,65.4,365.2,0.02067,0.68467
3037,497.2,34.9,62.5,798.28,0.10651,0.89306
3038,514.2,110.8,99.5,449.96,0.00594,0.53704
3039,614.0,40.1,98.6,777.88,0.10464,0.89463
3040,450.5,106.8,85.4,409.86,0.09029,0.77286
3041,481.4,94.1,96.7,692.9,0.7967,0.01969
3042,465.8,55.0,45.9,430.14,0.10301,0.78337
3043,481.4,79.7,90.9,886.63,0.11363,0.88093
3044,523.3,82.3,80.5,902.48,0.11794,0.87697
3045,509.3,72.5,52.9,580.6,0.12149,0.87503
3046,464.2,117.4,91.8,973.82,0.26946,0.71612
3047,603.7,78.7,81.3,389.75,0.06426,0.72474
3048,590.2,101.8,66.5,807.03,0.517,0.37455
3049,493.8,103.0,50.6,303.53,0.00929,0.89201
3050,566.4,52.4,67.3,576.95,0.16632,0.67092
3051,523.7,54.6,68.4,916.55,0.09719,0.90176
3052,549.9,78.4,54.6,797.18,0.14223,0.84355
3053,580.0,59.6,82.8,932.41,0.09409,0.90468
3054,608.1,103.3,70.2,874.28,0.22331,0.75198
3055,494.9,61.8,44.2,907.24,0.10714,0.89105
3056,540.6,36.0,86.1,382.52,0.04407,0.87225
3057,519.1,115.1,44.9,646.9,0.18781,0.79711
3058,490.0,69.1,87.5,375.8,0.02919,0.8143
3059,526.3,60.2,68.0,964.15,0.09533,0.90338
3060,453.7,116.0,74.5,871.02,0.3714,0.60275
3061,507.5,99.1,52.6,874.45,0.22599,0.75482
3062,564.6,35.2,68.8,967.99,0.08764,0.91214
3063,603.1,83.8,96.7,861.22,0.1067,0.8861
3064,513.9,118.4,70.9,503.18,0.15075,0.49137
3065,514.5,66.5,64.6,636.17,0.27529,0.63577
3066,452.5,81.3,58.9,726.37,0.25174,0.68981
3067,620.6,113.4,89.2,870.19,0.35368,0.6001
3068,629.9,61.5,98.8,373.83,0.06561,0.88964
3069,610.4,118.0,85.4,814.94,0.8384,0.02988
3070,493.2,77.2,55.8,678.66,0.65431,0.07566
3071,575.8,59.3,89.9,342.16,0.03679,0.92589
3072,557.9,59.2,81.1,852.18,0.10016,0.89807
3073,573.1,94.6,62.8,517.21,0.09071,0.84754
3074,559.1,102.4,77.4,811.39,0.34542,0.59734
3075,474.1,118.5,45.0,917.04,0.41061,0.55594
3076,468.3,77.2,74.3,908.92,0.11931,0.87623
3077,489.7,30.1,54.0,720.6,0.11503,0.88453
3078,580.2,90.5,100.0,938.99,0.11295,0.88123
3079,643.7,56.3,85.5,347.73,0.02599,0.92521
3080,564.4,113.1,62.5,318.77,0.01224,0.81072
3081,607.7,98.3,73.8,937.18,0.14495,0.8464
3082,590.4,110.4,87.5,488.35,0.10192,0.73259
3083,631.4,86.7,54.4,464.91,0.07825,0.84164
3084,564.7,38.2,40.3,383.4,0.05946,0.8903
3085,639.2,104.9,91.3,906.73,0.17478,0.80865
3086,575.0,114.8,69.3,641.36,0.11426,0.88083
3087,537.3,47.8,74.2,427.78,0.06904,0.80469
3088,517.5,107.1,59.6,807.63,0.49704,0.42723
3089,516.9,47.1,95.9,347.55,0.03505,0.91619
3090,555.5,48.3,51.9,356.6,0.03775,0.85845
3091,639.6,116.8,98.4,920.87,0.24854,0.72637
3092,453.0,32.3,55.2,526.37,0.12263,0.87243
3093,512.5,83.9,78.3,626.86,0.20878,0.76171
3094,552.8,68.3,69.0,553.31,0.12289,0.79058
3095,480.7,94.5,46.7,757.81,0.56071,0.31449
3096,585.9,107.1,58.2,470.83,0.1111,0.6508
3097,555.9,69.2,80.9,723.24,0.10863,0.86327
3098,466.1,108.1,46.3,454.24,0.13089,0.55223
3099,489.5,116.4,50.1,586.32,0.17125,0.80281
3100,633.6,102.3,68.9,758.85,0.187,0.79642
3101,629.9,56.9,63.8,332.64,0.01423,0.84808
3102,526.2,89.0,60.2,484.24,0.15221,0.72918
3103,513.8,99.8,65.2,338.92,0.03838,0.59341
3104,549.8,40.5,97.5,662.7,0.10359,0.89181
3105,582.4,115.1,40.6,309.99,0.02,0.71061
3106,563.6,65.3,54.2,530.74,0.1553,0.75143
3107,534.5,38.5,43.0,992.96,0.08631,0.91346
3108,539.8,42.7,89.9,384.91,0.03592,0.82835
3109,458.0,66.0,99.5,904.9,0.09688,0.90013
3110,604.5,111.3,85.3,471.61,0.08584,0.7394
3111,486.2,59.2,97.1,851.82,0.09574,0.90183
3112,601.5,112.0,66.2,743.85,0.22414,0.7546
3113,498.1,111.2,44.7,882.81,0.37513,0.5872
3114,610.1,91.0,61.4,649.6,0.1131,0.85231
3115,576.5,32.6,87.4,683.05,0.11426,0.88473
3116,593.7,58.7,84.3,942.16,0.09262,0.90627
3117,537.1,105.0,91.3,407.22,0.01572,0.77545
3118,595.2,54.9,66.7,977.81,0.09023,0.90903
3119,497.4,79.8,97.1,401.19,0.01107,0.59093
3120,535.4,85.2,65.5,609.47,0.12568,0.87023
3121,515.0,34.8,77.5,357.31,0.02675,0.87924
3122,522.1,49.7,90.8,659.11,0.08826,0.89691
3123,533.5,118.7,44.4,928.7,0.36931,0.59533
3124,466.9,73.3,94.7,800.59,0.10152,0.8902
3125,504.7,38.3,51.2,505.82,0.12202,0.83932
3126,551.5,55.9,95.0,745.2,0.09639,0.89966
3127,614.9,84.7,67.7,995.45,0.10799,0.88879
3128,491.7,87.6,61.2,840.76,0.16502,0.82177
3129,559.3,50.8,50.6,898.16,0.09907,0.90022
3130,468.1,43.9,47.5,606.98,0.1321,0.7731
3131,454.1,53.3,44.3,640.59,0.13997,0.78448
3132,482.8,80.9,78.0,891.47,0.12321,0.87131
3133,611.9,82.8,42.2,996.85,0.11137,0.88521
3134,611.0,64.7,53.2,612.62,0.26617,0.52681
3135,489.7,51.4,53.6,469.29,0.10202,0.80323
3136,479.7,66.3,85.1,628.0,0.45199,0.24841
3137,557.8,72.7,96.4,338.77,0.01714,0.8709
3138,600.2,115.8,43.5,904.68,0.41382,0.52873
3139,481.6,112.3,44.9,353.77,0.05813,0.49859
3140,494.3,69.7,76.8,804.37,0.10918,0.88485
3141,545.4,88.6,90.8,632.77,0.14953,0.8396
3142,637.1,68.7,69.6,888.78,0.1026,0.89534
3143,553.5,45.4,97.5,878.7,0.09496,0.90429
3144,560.8,83.0,79.3,523.05,0.17273,0.6827
3145,452.0,38.5,62.3,719.29,0.11233,0.8864
3146,509.6,80.9,57.4,660.16,0.30991,0.62366
3147,543.2,105.6,40.5,422.75,0.06003,0.87123
3148,504.5,96.2,58.0,397.07,0.04793,0.80802
3149,530.3,73.2,83.9,928.02,0.103,0.89406
3150,643.1,30.6,63.3,581.92,0.12487,0.87269
3151,474.9,75.1,70.8,835.55,0.12118,0.87237
3152,498.0,50.0,85.9,729.86,0.10158,0.89539
3153,552.3,116.4,75.4,464.49,0.11084,0.64932
3154,510.3,39.6,52.1,976.22,0.08841,0.91128
3155,648.0,54.4,71.0,761.7,0.10668,0.88987
3156,647.8,38.9,94.4,975.39,0.08597,0.91374
3157,646.1,48.9,86.2,941.91,0.09041,0.90904
3158,533.9,113.8,50.5,775.9,0.74624,0.1125
3159,648.6,33.5,60.8,839.14,0.10193,0.89788
3160,529.8,65.8,79.6,576.34,0.11126,0.71557
3161,547.4,46.3,81.0,689.08,0.10497,0.89104
3162,594.1,109.6,85.0,906.03,0.21373,0.76764
3163,496.7,111.7,58.1,903.21,0.30273,0.67443
3164,470.9,87.6,86.6,508.98,0.07299,0.56122
3165,536.2,96.1,89.0,444.89,0.0624,0.77732
3166,492.5,33.1,83.4,539.02,0.10959,0.84779
3167,562.2,111.4,54.4,919.3,0.26683,0.70988
3168,618.6,76.9,91.1,756.32,0.2153,0.69465
3169,630.2,73.0,69.8,930.21,0.10175,0.89605
3170,483.9,52.3,42.1,455.51,0.10682,0.80951
3171,638.6,78.2,52.2,420.63,0.09352,0.76024
3172,592.9,40.1,59.9,873.48,0.09865,0.90101
3173,647.5,34.8,61.8,919.03,0.0928,0.90704
3174,625.6,110.6,53.0,774.47,0.20346,0.76845
3175,508.7,104.0,42.7,714.61,0.35294,0.57989
3176,532.5,101.4,42.9,364.97,0.08149,0.70012
3177,452.6,45.6,44.1,802.74,0.11001,0.88876
3178,579.1,53.9,93.0,952.19,0.0898,0.90927
3179,632.0,44.1,51.3,886.06,0.09799,0.90165
3180,591.3,92.0,69.8,402.68,0.10155,0.70848
3181,583.3,102.8,52.0,338.54,0.01582,0.91132
3182,465.6,62.7,61.1,408.34,0.0576,0.70949
3183,528.7,106.5,51.2,730.29,0.44326,0.47588
3184,592.5,51.6,81.1,619.59,0.09993,0.87951
3185,479.9,41.8,92.4,715.24,0.10462,0.89342
3186,534.7,65.0,81.7,656.69,0.48982,0.26498
3187,644.4,36.5,91.4,857.41,0.09843,0.90126
3188,523.0,98.0,52.6,607.98,0.14387,0.84982
3189,622.4,113.1,80.4,516.19,0.12864,0.74305
3190,647.0,61.0,92.2,656.37,0.09183,0.89261
3191,644.8,71.0,96.6,529.45,0.11202,0.78117
3192,577.0,56.6,40.6,922.12,0.09922,0.89983
3193,564.1,109.0,66.9,376.86,0.01687,0.55662
3194,450.0,113.9,88.0,740.89,0.73521,0.17307
3195,625.1,63.8,50.8,395.49,0.08094,0.8376
3196,533.9,50.1,98.3,474.85,0.08116,0.82186
3197,500.7,74.7,75.5,926.41,0.10998,0.88663
3198,496.9,80.5,45.1,824.43,0.15801,0.82869
3199,540.4,108.4,72.8,375.46,0.08686,0.54474
3200,626.1,104.8,96.6,818.43,0.60472,0.27037
3201,554.1,70.8,54.9,675.4,0.27781,0.64616
3202,649.7,87.1,53.6,550.04,0.15239,0.81612
3203,473.9,82.3,47.6,908.06,0.14347,0.85006
3204,457.6,89.7,91.3,953.97,0.13876,0.85441
3205,519.5,36.3,79.4,379.11,0.04179,0.88005
3206,619.2,53.5,56.7,850.97,0.10321,0.89582
3207,558.9,84.6,65.7,833.72,0.14043,0.84779
3208,560.4,117.1,84.5,336.75,0.03382,0.80729
3209,459.3,33.3,72.2,498.03,0.10609,0.84775
3210,543.6,57.3,63.5,894.18,0.10044,0.89836
3211,503.9,60.5,95.9,738.18,0.09038,0.90289
3212,510.8,62.2,57.0,409.28,0.07401,0.74954
3213,615.6,97.8,87.8,794.5,0.61987,0.2287
3214,617.9,42.6,99.1,710.92,0.10201,0.89444
3215,518.4,35.1,99.4,529.82,0.10122,0.82518
3216,606.3,55.3,55.1,346.38,0.02226,0.869
3217,504.6,115.4,43.5,761.56,0.66275,0.2131
3218,548.2,39.1,87.1,948.77,0.08926,0.91035
3219,579.8,44.5,68.2,978.87,0.08776,0.91184
3220,484.3,73.7,70.7,531.13,0.10799,0.64755
3221,598.8,113.9,89.1,731.47,0.23823,0.74377
3222,624.0,80.9,94.8,826.98,0.10636,0.88327
3223,473.2,115.8,71.0,953.28,0.28501,0.69858
3224,529.0,89.0,85.0,390.25,0.00326,0.60694
3225,591.9,42.9,90.4,331.3,0.01948,0.92341
3226,559.9,113.9,81.0,729.57,0.4082,0.54463
3227,643.4,53.0,94.2,469.42,0.0787,0.84228
3228,553.8,41.0,91.8,549.61,0.11799,0.80262
3229,499.3,54.8,67.1,913.9,0.09829,0.90056
3230,462.4,65.2,64.4,455.62,0.06128,0.73003
3231,589.4,31.1,42.6,591.33,0.12367,0.86691
3232,462.7,93.7,74.0,863.48,0.18239,0.8045
3233,627.4,94.1,42.7,710.87,0.12098,0.87801
3234,497.7,105.1,54.5,827.73,0.37938,0.5723
3235,467.2,97.2,66.2,474.37,0.06681,0.64848
3236,549.7,31.8,61.8,523.95,0.11768,0.85031
3237,595.2,69.1,85.6,372.28,0.04934,0.866
3238,600.9,96.2,89.3,850.05,0.16343,0.81675
3239,547.8,43.6,60.7,543.1,0.12917,0.82307
3240,472.0,46.0,89.6,894.41,0.09478,0.9043
3241,486.3,71.3,63.5,789.8,0.12175,0.86999
3242,461.4,60.6,80.6,778.7,0.10239,0.89312
3243,524.3,33.0,57.6,619.33,0.11751,0.87392
3244,585.2,119.9,74.7,557.44,0.32974,0.45415
3245,621.5,32.8,79.7,325.52,0.01003,0.92255
3246,595.5,90.6,89.1,771.86,0.43273,0.44248
3247,625.6,67.1,71.2,739.15,0.20541,0.69362
3248,476.8,85.1,79.6,503.55,0.09628,0.61744
3249,481.7,91.6,70.5,944.46,0.15077,0.84198
3250,645.2,32.0,46.7,677.31,0.11972,0.87982
3251,578.0,92.1,55.5,710.5,0.20772,0.76746
3252,573.0,65.6,73.4,457.59,0.08428,0.74289
3253,613.3,118.0,63.3,351.34,0.01944,0.85508
3254,542.0,81.0,95.9,314.54,0.02365,0.88383
3255,573.6,73.5,94.9,430.4,0.05074,0.82184
3256,465.0,84.0,85.7,599.39,0.24289,0.66774
3257,631.5,111.8,72.7,589.04,0.31282,0.592
3258,637.2,31.4,41.3,882.94,0.09713,0.90276
3259,634.0,111.2,77.0,596.88,0.41648,0.40595
3260,565.5,110.0,75.2,532.22,0.23581,0.59938
3261,589.1,65.6,45.2,482.45,0.11104,0.88189
3262,454.1,88.3,89.0,562.5,0.12859,0.67353
3263,539.2,60.0,82.0,876.87,0.09891,0.89938
3264,538.0,94.8,94.7,425.48,0.02525,0.57528
3265,532.6,105.9,80.3,639.84,0.18969,0.79335
3266,601.2,42.4,52.0,514.52,0.12521,0.83462
3267,451.5,99.9,75.5,706.8,0.79969,0.05536
3268,549.2,80.3,43.1,342.58,0.04171,0.80698
3269,506.8,34.2,97.8,843.78,0.09901,0.90054
3270,456.3,111.3,50.3,488.84,0.1318,0.63612
3271,585.7,118.5,99.0,344.72,0.05811,0.82445
3272,501.0,39.1,41.9,392.05,0.06023,0.898
3273,590.1,83.3,78.7,958.03,0.10897,0.88735
3274,635.4,88.2,86.4,979.37,0.10739,0.88862
3275,558.9,60.0,50.5,829.05,0.10986,0.88794
3276,454.5,46.6,45.3,338.03,0.01314,0.84611
3277,641.1,31.6,67.3,629.94,0.12043,0.87766
3278,632.7,43.9,77.9,868.1,0.09812,0.90141
3279,568.6,106.8,92.3,841.35,0.27543,0.68786
3280,619.5,61.6,65.1,632.41,0.10876,0.83214
3281,546.2,42.5,68.6,940.0,0.09166,0.90791
3282,487.5,41.5,47.0,831.9,0.10507,0.89431
3283,592.3,90.2,56.1,420.8,0.07092,0.66797
3284,583.0,109.0,83.3,363.66,0.02631,0.80398
3285,568.8,63.7,79.7,840.06,0.10203,0.89545
3286,595.6,88.3,77.2,830.33,0.1457,0.83747
3287,507.6,30.7,63.7,340.99,0.02291,0.94483
3288,598.0,68.8,96.3,350.36,0.04521,0.90535
3289,578.2,57.3,84.8,418.14,0.04172,0.7819
3290,559.9,118.5,57.6,617.23,0.10661,0.87007
3291,618.9,97.0,82.3,592.91,0.18704,0.3849
3292,487.3,97.9,58.0,435.21,0.03398,0.70241
3293,606.0,83.7,78.4,802.74,0.1409,0.83747
3294,625.3,47.6,42.2,498.75,0.12084,0.84605
3295,494.8,107.6,75.1,717.71,0.79066,0.08574
3296,633.0,86.9,97.8,768.65,0.71459,0.0877
3297,482.1,50.8,66.1,412.35,0.07812,0.78132
3298,485.1,95.8,87.5,524.34,0.0558,0.5076
3299,555.6,99.8,68.5,471.4,0.1276,0.69697
3300,544.1,37.9,58.2,521.14,0.11912,0.83073
3301,569.8,45.3,49.8,890.37,0.09837,0.90117
3302,584.0,100.0,73.4,795.28,0.52061,0.36637
3303,572.2,64.0,41.8,350.83,0.04252,0.92825
3304,573.8,92.0,51.7,866.32,0.17225,0.81271
3305,574.4,88.5,96.4,727.87,0.6851,0.15047
3306,593.3,58.4,62.6,321.74,0.0027,0.89328
3307,469.2,105.7,72.9,905.22,0.2391,0.74568
3308,507.7,67.3,69.6,625.37,0.24474,0.68866
3309,486.3,46.9,54.5,819.62,0.10652,0.89242
3310,609.0,62.5,56.1,667.17,0.11452,0.88321
3311,491.1,59.5,63.0,758.19,0.11043,0.8849
3312,611.1,83.3,90.3,484.05,0.09264,0.66863
3313,566.7,63.5,44.3,637.44,0.12201,0.87735
3314,574.0,51.1,52.5,317.98,0.01079,0.9469
3315,476.0,53.8,45.9,938.39,0.09886,0.9001
3316,592.8,63.9,77.3,451.81,0.10604,0.7778
3317,631.3,74.8,62.4,328.88,0.02006,0.87889
3318,638.3,108.8,41.6,846.43,0.74591,0.03563
3319,472.8,55.6,52.3,564.42,0.1518,0.81408
3320,642.2,79.5,92.1,882.5,0.10222,0.89338
3321,497.1,84.7,71.5,321.15,0.01591,0.74984
3322,556.8,113.2,90.3,553.17,0.17151,0.28018
3323,532.4,114.3,80.2,674.89,0.28051,0.69324
3324,538.9,112.2,76.4,449.75,0.08413,0.70356
3325,454.6,65.9,44.4,937.5,0.11132,0.88624
3326,631.7,78.3,79.1,432.16,0.08983,0.6976
3327,497.6,99.7,67.9,621.3,0.21866,0.75186
3328,522.9,109.4,44.4,902.31,0.31091,0.65894
3329,598.8,56.4,50.9,614.34,0.13202,0.76871
3330,538.1,36.8,73.1,906.39,0.0943,0.90539
3331,543.7,55.5,54.1,312.81,0.00366,0.89812
3332,541.0,76.5,95.0,925.43,0.10116,0.89535
3333,520.4,51.8,85.1,348.73,0.02509,0.87895
3334,492.6,85.4,75.1,710.69,0.48421,0.36841
3335,539.4,35.4,49.4,519.39,0.12206,0.8426
3336,459.0,110.9,78.2,953.46,0.25036,0.73586
3337,575.6,107.4,86.6,568.74,0.07068,0.433
3338,467.8,99.0,83.8,846.8,0.20939,0.77224
3339,528.4,71.8,41.5,932.18,0.11307,0.88401
3340,627.6,78.1,83.0,741.55,0.33281,0.59573
3341,531.6,48.2,77.8,434.99,0.06845,0.85412
3342,601.9,66.0,70.3,576.0,0.11989,0.61496
3343,508.5,37.8,42.9,463.79,0.10884,0.85274
3344,479.8,99.4,87.8,343.92,0.03844,0.44682
3345,552.8,73.5,44.9,317.33,0.00378,0.88478
3346,539.9,31.1,66.6,388.71,0.05728,0.90307
3347,576.7,44.9,50.9,888.86,0.0983,0.90126
3348,587.4,95.1,87.1,803.43,0.24982,0.69946
3349,532.7,102.6,81.9,701.38,0.44155,0.49789
3350,532.3,98.1,51.4,622.26,0.14788,0.84603
3351,646.2,113.3,42.5,644.37,0.18045,0.79254
3352,582.0,61.6,57.2,515.38,0.13393,0.77995
3353,604.8,36.5,66.5,445.72,0.09145,0.882
3354,507.2,75.0,93.2,448.39,0.04048,0.71871
3355,637.4,48.5,52.8,964.3,0.09013,0.90947
3356,602.5,67.2,55.8,709.21,0.30329,0.58867
3357,459.0,110.8,70.8,799.32,0.48538,0.46042
3358,470.5,52.9,40.5,613.03,0.27955,0.46505
3359,642.9,62.2,44.7,626.67,0.15691,0.81135
3360,530.9,96.3,55.1,613.09,0.13919,0.8559
